# Guia de carreras universitarias (SIU), https://guiadecarreras.siu.edu.ar/ciie_ofertas/2.0/guia_grado.php , filtro provincia = Tucuman, nivel pregrado y grado. Consultado el 2026-09-08 con un navegador automatizado. La primera fila de datos repite el encabezado tal como lo muestra la tabla.
universidad,facultad,titulo,tipo_de_titulo,duracion,condiciones_de_ingreso,domicilio,telefono,web,mail
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ciencias Juridicas, Politicas y Sociales","Notario","Grado","4 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ciencias Juridicas, Politicas y Sociales","Procurador","Técnico Instrumental","3 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ciencias Juridicas, Politicas y Sociales","Técnico Universitario en Periodismo","Título Intermedio","3 Años","Consulte con la Institución","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Economía y Administración","Contador Público","Grado","4 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Economía y Administración","Licenciado/a en Marketing","Grado","4 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Economía y Administración","Licenciado en Administración de Empresas","Grado","4 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Economía y Administración","Licenciado en Comercialización","Grado","4 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Economía y Administración","Licenciado en Recursos Humanos","Grado","4 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Economía y Administración","Licenciado en Turismo","Grado","4 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Economía y Administración","Técnico en Empresas Turísticas","Título Intermedio","3 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Humanidades","Licenciado/a en Ciencias Sociales","Grado","4 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Humanidades","Licenciado/a en Gestión Cultural- MD","Grado","4 Años","Asistencia a Curso de Ingreso o Nivelación","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Humanidades","Licenciado/a en Teoría y Gestión de las Organizaciones - MD","Grado","4 Años","Asistencia a Curso de Ingreso o Nivelación","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Humanidades","Licenciado en Filosofía","Grado","5 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Humanidades","Profesor/a de Ciencias Políticas - Ciclo de Complementación Curricular","Ciclo de Complementación Curricular","2 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Humanidades","Profesor/a de Derecho - Ciclo de Complementación Curricular","Ciclo de Complementación Curricular","2 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Humanidades","Profesor en Filosofía","Grado","5 Años","Ingreso Directo","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Humanidades","Técnico/a en Gestión Universitaria- MD","Otros Pregrados","3 Años","Asistencia a Curso de Ingreso o Nivelación","9 de Julio 165 - San Miguel De Tucuman - Tucumán","(0381) 4101141","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Bioingeniero/a","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Ingeniero/a Ambiental","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Ingeniero/a en Inteligencia Artificial","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Ingeniero en Informática","Grado","5 Años","Ingreso Directo","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Ingeniero Industrial","Grado","5 Años","Ingreso Directo","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Licenciado/a en Diseño de Interiores","Grado","4 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Licenciado en Diseño Gráfico","Grado","4 Años","Ingreso Directo","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Licenciado en Diseño Multimedial","Grado","4 Años","Ingreso Directo","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Licenciado en Gestión Ambiental y Ecología","Grado","4 Años","Ingreso Directo","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Licenciado en Higiene y Seguridad Laboral","Grado","5 Años","Ingreso Directo","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Licenciado en Logística y Gestión de Transportes","Grado","4 Años","Ingreso Directo","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Técnico/a Universitario/a en Automatización y Robótica","Otros Pregrados","5 Semestres","Ingreso Directo","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Técnico en Diseño Multimedial","Técnico Instrumental","3 Años","Ingreso Directo","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad del Norte Santo Tomás de Aquino","Facultad de Ingeniería","Técnico Universitario en Desarrollo y Calidad de Software","Otros Pregrados","5 Cuatrimestres","Ingreso Directo","Av. Perón 2085 - Yerba Buena - Tucumán","(0381) 4101198","http://www.unsta.edu.ar/","info@unsta.edu.ar"
"Universidad de San Pablo - T","Instituto de Desarrollo Tecnológico para la Competitividad Territorial","Licenciado en Ciencia y Tecnología de Alimentos","Grado","4 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530 630","www.uspt.edu.ar","gbravo@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Desarrollo Tecnológico para la Competitividad Territorial","Licenciado en Comercio Exterior","Grado","4 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530 630","www.uspt.edu.ar","gbravo@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Desarrollo Tecnológico para la Competitividad Territorial","Licenciado en Diseño Industrial","Grado","5 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530 630","www.uspt.edu.ar","gbravo@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Desarrollo Tecnológico para la Competitividad Territorial","Licenciado en Diseño Textil y de Indumentaria","Grado","4 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530 630","www.uspt.edu.ar","gbravo@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Desarrollo Tecnológico para la Competitividad Territorial","Licenciado en Finanzas","Grado","4 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530 630","www.uspt.edu.ar","gbravo@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Desarrollo Tecnológico para la Competitividad Territorial","Licenciado en Gestión de Empresas Agroindustriales","Grado","4 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530 630","www.uspt.edu.ar","gbravo@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Desarrollo Tecnológico para la Competitividad Territorial","Técnico en Diseño Industrial","Título Intermedio","3 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530 630","www.uspt.edu.ar","gbravo@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Estudios Sociales, Politica y Cultura","Abogado","Grado","5 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","eflores@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Estudios Sociales, Politica y Cultura","Contador Público Nacional","Grado","4 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","eflores@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Estudios Sociales, Politica y Cultura","Corredor Inmobiliario","Técnico Instrumental","3 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","eflores@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Estudios Sociales, Politica y Cultura","Licenciado en Ciencia Política","Grado","4 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","eflores@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Estudios Sociales, Politica y Cultura","Licenciado en Periodismo","Grado","4 Años","Consulte con la Institución","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","eflores@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Estudios Sociales, Politica y Cultura","Licenciado en Relaciones Internacionales","Grado","4 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","eflores@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Estudios Sociales, Politica y Cultura","Licenciado en Seguridad Ciudadana","Grado","4 Años","Consulte con la Institución","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","eflores@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Estudios Sociales, Politica y Cultura","Procurador/a","Otros Pregrados","4 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","eflores@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Estudios Sociales, Politica y Cultura","Técnico en Desarrollo Social","Título Intermedio","3 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","eflores@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Estudios Sociales, Politica y Cultura","Técnico Jurídico de Empresas","Título Intermedio","3 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","eflores@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Estudios Sociales, Politica y Cultura","Técnico Universitario en Protocolo, Ceremonial y Organización de Eventos","Técnico Instrumental","2 Años","Ingreso Directo","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","eflores@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Estudios Sociales, Politica y Cultura","Técnico Universitario en Taquigrafía y Estenotipia","Técnico Instrumental","2 Años","Consulte con la Institución","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","eflores@uspt.edu.ar"
"Universidad de San Pablo - T","Instituto de Salud y Calidad de Vida","Médico","Grado","6 Años","Exámen de Ingreso","24 de Septiembre 476 - San Miguel De Tucuman - Tucumán","(0381) 4530630","www.uspt.edu.ar","wcorrea@uspt.edu.ar"
"Universidad Nacional de Santiago del Estero","Centro de Estudios del Tucumán - CETUC - Tucumán","Licenciado en Gestión Educativa - MD","Ciclo de Complementación Curricular","4 Cuatrimestres","Consulte con la Institución","Av. Salta 431 - San Miguel De Tucuman - Tucumán","(0385) 4509500","https://www.unse.edu.ar/","academia@unse.edu.ar"
"Universidad Nacional de Santiago del Estero","Instituto de Educacion Superior Sisaiani","Analista en Gestión Educativa","Otros Pregrados","2 Años","Asistencia a Curso de Ingreso o Nivelación","Reconquista 1215 - Tafi Viejo - Tucumán","(0385) 4509500","www.eie.unse.edu.ar","areagestion@eie.unse.edu.ar"
"Universidad Nacional de Santiago del Estero","Instituto de Educacion Superior Sisaiani","Licenciado/a en Gestión Educativa - Ciclo de Complementación Curricular - MD","Ciclo de Complementación Curricular","2 Años","Asistencia a Curso de Ingreso o Nivelación","Reconquista 1215 - Tafi Viejo - Tucumán","(0385) 4509500","www.eie.unse.edu.ar","areagestion@eie.unse.edu.ar"
"Universidad Nacional de Santiago del Estero","Instituto de Educacion Superior Sisaiani","Licenciado en Educación Inicial - Ciclo de Licenciatura - MD","Ciclo de Licenciatura","2 Años","Consulte con la Institución","Reconquista 1215 - Tafi Viejo - Tucumán","(0385) 4509500","www.eie.unse.edu.ar","areagestion@eie.unse.edu.ar"
"Universidad Nacional de Santiago del Estero","Instituto de Educacion Superior Sisaiani","Licenciado en Educación Primaria - Ciclo de Licenciatura - MD","Ciclo de Licenciatura","2 Años","Consulte con la Institución","Reconquista 1215 - Tafi Viejo - Tucumán","(0385) 4509500","www.eie.unse.edu.ar","areagestion@eie.unse.edu.ar"
"Universidad Nacional de Santiago del Estero","Tucuman - Villa Quinteros","Técnico Universitario en Viveros y Plantaciones Forestales","Técnico Instrumental","2.5 Años","Asistencia a Curso de Ingreso o Nivelación","9 de Julio y Florida S/N - Rio Seco - Tucumán","(0385) 4509500","https://www.unse.edu.ar/","academia@unse.edu.ar"
"Universidad Nacional de Santiago del Estero","Tucuman - Villa Quinteros","Técnico Universitario Fitosanitarista","Técnico Instrumental","2.5 Años","Asistencia a Curso de Ingreso o Nivelación","9 de Julio y Florida S/N - Rio Seco - Tucumán","(0385) 4509500","https://www.unse.edu.ar/","academia@unse.edu.ar"
"Universidad Nacional de Tucumán","Carrera de Kinesiología - Sede Monteros","Kinesiólogo","Título Intermedio","4 Años","Exámen de Ingreso","Sarmiento y Pje. Día SN - Cap. Caceres - Tucumán","(03863) 428380","www.fm.unt.edu.ar","kinesi@fm.unt.edu.ar"
"Universidad Nacional de Tucumán","Carrera de Kinesiología - Sede Monteros","Licenciado en Kinesiología","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Sarmiento y Pje. Día SN - Cap. Caceres - Tucumán","(03863) 428380","www.fm.unt.edu.ar","kinesi@fm.unt.edu.ar"
"Universidad Nacional de Tucumán","Escuela de Enfermería","Enfermero","Título Intermedio","3 Años","Consulte con la Institución","General Paz 875 - San Miguel De Tucuman - Tucumán","(0381) 4247752 Int. 7052","www.fm.unt.edu.ar/carreras/webenfermeria","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Escuela de Enfermería","Enfermero/a Universitario/a","Título Intermedio","3 Años","Consulte con la Institución","General Paz 875 - San Miguel De Tucuman - Tucumán","(0381) 4247752 Int. 7052","www.fm.unt.edu.ar/carreras/webenfermeria","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Escuela de Enfermería","Licenciado/a en Enfermería","Grado","5 Años","Consulte con la Institución","General Paz 875 - San Miguel De Tucuman - Tucumán","(0381) 4247752 Int. 7052","www.fm.unt.edu.ar/carreras/webenfermeria","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Escuela de Enfermería","Licenciado/a en Obstetricia","Grado","4 Años","Consulte con la Institución","General Paz 875 - San Miguel De Tucuman - Tucumán","(0381) 4247752 Int. 7052","www.fm.unt.edu.ar/carreras/webenfermeria","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Escuela de Enfermería","Licenciado en Enfermería","Grado","5 Años","Consulte con la Institución","General Paz 875 - San Miguel De Tucuman - Tucumán","(0381) 4247752 Int. 7052","www.fm.unt.edu.ar/carreras/webenfermeria","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Escuela de Enfermería","Técnico en Estadísticas de Salud","Técnico Instrumental","3 Años","Consulte con la Institución","General Paz 875 - San Miguel De Tucuman - Tucumán","(0381) 4247752 Int. 7052","www.fm.unt.edu.ar/carreras/webenfermeria","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Escuela de Enfermería","Técnico en Instrumentación Quirúrgica","Técnico Instrumental","2 Años","Consulte con la Institución","General Paz 875 - San Miguel De Tucuman - Tucumán","(0381) 4247752 Int. 7052","www.fm.unt.edu.ar/carreras/webenfermeria","info@unt.edu.ar"
